Invoice ID,Unit price,Quantity,Tax 5%,Total,Date,Time,cogs,gross margin percentage,gross income,Rating,Branch_Ameerpet,Branch_Gurgaon,Branch_Jayanagar,Gender_Female,Gender_Male,City_Banglore,City_Hyderabad,City_Mumbai,Payment_Cash,Payment_Credit/Debit card,Payment_UPI,Customer type_Member,Customer type_Non-Member,Product line_Electronic accessories,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel
211-05-0490,51.92,5,12.98,272.58,3/3/2019,13:42,259.6,4.761904762,12.98,7.5,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
568-88-3448,25,1,1.25,26.25,3/3/2019,15:09,25,4.761904762,1.25,5.5,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
234-03-4040,73.05,10,36.525,767.025,3/3/2019,12:25,730.5,4.761904762,36.525,8.7,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
302-15-2162,46.53,6,13.959,293.139,3/3/2019,10:54,279.18,4.761904762,13.959,4.3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
610-46-4100,28.95,7,10.1325,212.7825,3/3/2019,20:31,202.65,4.761904762,10.1325,6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
468-99-7231,44.01,8,17.604,369.684,3/3/2019,17:36,352.08,4.761904762,17.604,8.8,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
651-96-5970,46.41,1,2.3205,48.7305,3/3/2019,20:06,46.41,4.761904762,2.3205,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
324-41-6833,30.2,8,12.08,253.68,3/3/2019,19:30,241.6,4.761904762,12.08,5.1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
228-96-1411,98.7,8,39.48,829.08,3/4/2019,20:39,789.6,4.761904762,39.48,7.6,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
586-25-0848,12.34,7,4.319,90.699,3/4/2019,11:19,86.38,4.761904762,4.319,6.7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
667-92-0055,99.83,6,29.949,628.929,3/4/2019,15:02,598.98,4.761904762,29.949,8.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
320-49-6392,30.24,1,1.512,31.752,3/4/2019,15:44,30.24,4.761904762,1.512,8.4,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
346-12-3257,19.24,9,8.658,181.818,3/4/2019,16:28,173.16,4.761904762,8.658,8,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
256-08-8343,56.53,4,11.306,237.426,3/4/2019,19:48,226.12,4.761904762,11.306,5.5,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
227-50-3718,14.62,5,3.655,76.755,3/4/2019,12:23,73.1,4.761904762,3.655,4.4,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
689-05-1884,48.63,10,24.315,510.615,3/4/2019,12:44,486.3,4.761904762,24.315,8.8,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
759-29-9521,48.96,9,22.032,462.672,3/4/2019,11:27,440.64,4.761904762,22.032,8,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
276-75-6884,68.71,3,10.3065,216.4365,3/4/2019,10:05,206.13,4.761904762,10.3065,8.7,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
558-60-5016,33.3,9,14.985,314.685,3/4/2019,15:27,299.7,4.761904762,14.985,7.2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
221-25-5073,74.66,4,14.932,313.572,3/4/2019,10:39,298.64,4.761904762,14.932,8.5,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
371-85-5789,87.98,3,13.197,277.137,3/5/2019,10:40,263.94,4.761904762,13.197,5.1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
510-95-6347,48.52,3,7.278,152.838,3/5/2019,18:17,145.56,4.761904762,7.278,4,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
829-49-1914,78.31,10,39.155,822.255,3/5/2019,16:24,783.1,4.761904762,39.155,6.6,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
730-50-9884,83.06,7,29.071,610.491,3/5/2019,14:31,581.42,4.761904762,29.071,4,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
733-01-9107,82.7,6,24.81,521.01,3/5/2019,18:14,496.2,4.761904762,24.81,7.4,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
291-32-1427,21.94,5,5.485,115.185,3/5/2019,12:29,109.7,4.761904762,5.485,5.3,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
895-66-0685,18.08,3,2.712,56.952,3/5/2019,19:46,54.24,4.761904762,2.712,8,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
755-12-3214,44.22,5,11.055,232.155,3/5/2019,17:07,221.1,4.761904762,11.055,8.6,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
848-42-2560,81.91,2,8.191,172.011,3/5/2019,17:43,163.82,4.761904762,8.191,7.8,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
433-75-6987,55.97,7,19.5895,411.3795,3/5/2019,19:06,391.79,4.761904762,19.5895,8.9,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
793-10-3222,41.06,6,12.318,258.678,3/5/2019,13:30,246.36,4.761904762,12.318,8.3,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
608-04-3797,25.32,8,10.128,212.688,3/5/2019,20:24,202.56,4.761904762,10.128,8.7,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
148-82-2527,12.12,10,6.06,127.26,3/5/2019,13:44,121.2,4.761904762,6.06,8.4,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
655-07-2265,78.31,3,11.7465,246.6765,3/5/2019,16:38,234.93,4.761904762,11.7465,5.4,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
174-64-0215,69.74,10,34.87,732.27,3/5/2019,17:49,697.4,4.761904762,34.87,8.9,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
593-14-4239,95.46,8,38.184,801.864,3/5/2019,19:40,763.68,4.761904762,38.184,4.7,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
102-77-2261,65.31,7,22.8585,480.0285,3/5/2019,18:02,457.17,4.761904762,22.8585,4.2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
199-75-8169,15.81,10,7.905,166.005,3/6/2019,12:27,158.1,4.761904762,7.905,8.6,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
802-70-5316,92.13,6,27.639,580.419,3/6/2019,20:34,552.78,4.761904762,27.639,8.3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
262-47-2794,71.86,8,28.744,603.624,3/6/2019,15:07,574.88,4.761904762,28.744,6.2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
468-01-2051,62.08,7,21.728,456.288,3/6/2019,13:46,434.56,4.761904762,21.728,5.4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
783-09-1637,67.43,5,16.8575,354.0075,3/6/2019,18:13,337.15,4.761904762,16.8575,6.3,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
523-38-0215,37,1,1.85,38.85,3/6/2019,13:29,37,4.761904762,1.85,7.9,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
254-31-0042,21.5,9,9.675,203.175,3/6/2019,12:46,193.5,4.761904762,9.675,7.8,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
885-17-6250,79.74,1,3.987,83.727,3/6/2019,10:36,79.74,4.761904762,3.987,7.3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
149-15-7606,37.32,9,16.794,352.674,3/6/2019,15:31,335.88,4.761904762,16.794,5.1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
715-20-1673,28.38,5,7.095,148.995,3/6/2019,20:57,141.9,4.761904762,7.095,9.4,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
883-69-1285,49.92,2,4.992,104.832,3/6/2019,11:55,99.84,4.761904762,4.992,7,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
242-55-6721,16.16,2,1.616,33.936,3/7/2019,11:49,32.32,4.761904762,1.616,6.5,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
307-85-2293,50.28,5,12.57,263.97,3/7/2019,13:58,251.4,4.761904762,12.57,9.7,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
821-07-3596,16.45,4,3.29,69.09,3/7/2019,14:53,65.8,4.761904762,3.29,5.6,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
423-64-4619,15.55,9,6.9975,146.9475,3/7/2019,13:12,139.95,4.761904762,6.9975,5,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
471-41-2823,99.79,2,9.979,209.559,3/7/2019,20:37,199.58,4.761904762,9.979,8,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
598-47-9715,84.07,4,16.814,353.094,3/7/2019,16:54,336.28,4.761904762,16.814,4.4,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
643-38-7867,97.94,1,4.897,102.837,3/7/2019,11:44,97.94,4.761904762,4.897,6.9,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
399-69-4630,22.21,6,6.663,139.923,3/7/2019,10:23,133.26,4.761904762,6.663,8.6,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
748-45-2862,28.31,4,5.662,118.902,3/7/2019,18:35,113.24,4.761904762,5.662,8.2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
226-31-3081,15.28,5,3.82,80.22,3/8/2019,10:29,76.4,4.761904762,3.82,9.6,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
594-34-4444,97.16,1,4.858,102.018,3/8/2019,20:38,97.16,4.761904762,4.858,7.2,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
483-71-1164,81.3,6,24.39,512.19,3/8/2019,16:43,487.8,4.761904762,24.39,5.3,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
458-41-1477,46.26,6,13.878,291.438,3/8/2019,17:11,277.56,4.761904762,13.878,9.5,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
563-91-7120,61.77,5,15.4425,324.2925,3/8/2019,13:21,308.85,4.761904762,15.4425,6.7,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
632-90-0281,37.55,10,18.775,394.275,3/8/2019,20:01,375.5,4.761904762,18.775,9.3,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
325-77-6186,90.65,10,45.325,951.825,3/8/2019,10:53,906.5,4.761904762,45.325,7.3,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
574-57-9721,43.27,2,4.327,90.867,3/8/2019,16:53,86.54,4.761904762,4.327,5.7,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
345-08-4992,33.99,6,10.197,214.137,3/8/2019,15:37,203.94,4.761904762,10.197,7.7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
549-96-4200,17.04,4,3.408,71.568,3/8/2019,20:15,68.16,4.761904762,3.408,7,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
364-33-8584,17.63,5,4.4075,92.5575,3/8/2019,15:27,88.15,4.761904762,4.4075,8.5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
529-56-3974,25.51,4,5.102,107.142,3/9/2019,17:03,102.04,4.761904762,5.102,6.8,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
132-32-9879,93.96,4,18.792,394.632,3/9/2019,18:00,375.84,4.761904762,18.792,9.5,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
841-35-6630,75.91,6,22.773,478.233,3/9/2019,18:21,455.46,4.761904762,22.773,8.7,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
360-39-5055,48.91,5,12.2275,256.7775,3/9/2019,10:17,244.55,4.761904762,12.2275,6.6,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
219-22-9386,99.96,9,44.982,944.622,3/9/2019,17:26,899.64,4.761904762,44.982,4.2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
268-27-6179,56.47,8,22.588,474.348,3/9/2019,14:57,451.76,4.761904762,22.588,7.3,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
157-13-5295,51.94,10,25.97,545.37,3/9/2019,18:24,519.4,4.761904762,25.97,6.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
815-11-1168,99.78,5,24.945,523.845,3/9/2019,19:09,498.9,4.761904762,24.945,5.4,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
308-47-4913,52.26,10,26.13,548.73,3/9/2019,12:45,522.6,4.761904762,26.13,6.2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
489-64-4354,16.28,1,0.814,17.094,3/9/2019,15:36,16.28,4.761904762,0.814,5,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
616-87-0016,95.54,7,33.439,702.219,3/9/2019,14:36,668.78,4.761904762,33.439,9.6,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
127-47-6963,51.71,4,10.342,217.182,3/9/2019,13:53,206.84,4.761904762,10.342,9.8,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
277-35-5865,98.97,9,44.5365,935.2665,3/9/2019,11:23,890.73,4.761904762,44.5365,6.7,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
816-57-2053,60.87,2,6.087,127.827,3/9/2019,12:37,121.74,4.761904762,6.087,8.7,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
299-29-0180,52.18,7,18.263,383.523,3/9/2019,10:54,365.26,4.761904762,18.263,9.3,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
652-43-6591,97.29,8,38.916,817.236,3/9/2019,13:18,778.32,4.761904762,38.916,6.2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
189-17-4241,87.67,2,8.767,184.107,3/10/2019,12:17,175.34,4.761904762,8.767,7.7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
129-29-8530,62.62,5,15.655,328.755,3/10/2019,19:15,313.1,4.761904762,15.655,7,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
668-90-8900,93.69,7,32.7915,688.6215,3/10/2019,18:44,655.83,4.761904762,32.7915,4.5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
790-29-1172,57.34,3,8.601,180.621,3/10/2019,18:59,172.02,4.761904762,8.601,7.9,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
596-42-3999,18.22,7,6.377,133.917,3/10/2019,14:04,127.54,4.761904762,6.377,6.6,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
696-90-2548,25.84,3,3.876,81.396,3/10/2019,18:55,77.52,4.761904762,3.876,6.6,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
453-12-7053,45.74,3,6.861,144.081,3/10/2019,17:38,137.22,4.761904762,6.861,6.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
239-48-4278,10.13,7,3.5455,74.4555,3/10/2019,19:35,70.91,4.761904762,3.5455,8.3,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
607-65-2441,81.95,10,40.975,860.475,3/10/2019,12:39,819.5,4.761904762,40.975,6,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
246-55-6923,35.79,9,16.1055,338.2155,3/10/2019,15:06,322.11,4.761904762,16.1055,5.1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
156-20-0370,25.45,1,1.2725,26.7225,3/10/2019,18:10,25.45,4.761904762,1.2725,5.1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
745-74-0715,58.03,2,5.803,121.863,3/10/2019,20:46,116.06,4.761904762,5.803,8.8,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
656-95-9349,68.93,7,24.1255,506.6355,3/11/2019,11:03,482.51,4.761904762,24.1255,4.6,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
319-50-3348,40.3,2,4.03,84.63,3/11/2019,15:30,80.6,4.761904762,4.03,4.4,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
584-86-7256,34.56,7,12.096,254.016,3/11/2019,16:07,241.92,4.761904762,12.096,7.3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
891-58-8335,29.61,7,10.3635,217.6335,3/11/2019,15:53,207.27,4.761904762,10.3635,6.5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
721-86-6247,63.42,8,25.368,532.728,3/11/2019,12:55,507.36,4.761904762,25.368,7.4,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
448-81-5016,59.77,2,5.977,125.517,3/11/2019,12:01,119.54,4.761904762,5.977,5.8,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
704-20-4138,29.67,7,10.3845,218.0745,3/11/2019,18:58,207.69,4.761904762,10.3845,8.1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
689-16-9784,46.77,6,14.031,294.651,3/11/2019,13:37,280.62,4.761904762,14.031,6,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
892-05-6689,28.32,5,7.08,148.68,3/11/2019,13:28,141.6,4.761904762,7.08,6.2,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
749-81-8133,94.67,4,18.934,397.614,3/11/2019,12:04,378.68,4.761904762,18.934,6.8,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
214-30-2776,34.49,5,8.6225,181.0725,3/11/2019,19:44,172.45,4.761904762,8.6225,9,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
120-06-4233,30.61,6,9.183,192.843,3/12/2019,20:36,183.66,4.761904762,9.183,9.3,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
152-08-9985,64.36,9,28.962,608.202,3/12/2019,12:09,579.24,4.761904762,28.962,8.6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
699-01-4164,41.5,4,8.3,174.3,3/12/2019,19:58,166,4.761904762,8.3,8.2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
545-46-3100,10.59,3,1.5885,33.3585,3/12/2019,13:52,31.77,4.761904762,1.5885,8.7,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
253-12-6086,98.4,7,34.44,723.24,3/12/2019,12:43,688.8,4.761904762,34.44,8.7,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
565-17-3836,47.67,4,9.534,200.214,3/12/2019,14:21,190.68,4.761904762,9.534,9.1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
573-10-3877,39.01,1,1.9505,40.9605,3/12/2019,16:46,39.01,4.761904762,1.9505,4.7,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
276-54-0879,97.74,4,19.548,410.508,3/12/2019,19:53,390.96,4.761904762,19.548,6.4,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
719-76-3868,94.26,4,18.852,395.892,3/12/2019,16:30,377.04,4.761904762,18.852,8.6,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
651-61-0874,46.22,4,9.244,194.124,3/12/2019,20:04,184.88,4.761904762,9.244,6.2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
266-20-6657,55.04,7,19.264,404.544,3/12/2019,19:39,385.28,4.761904762,19.264,5.2,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
427-45-9297,40.73,7,14.2555,299.3655,3/12/2019,11:01,285.11,4.761904762,14.2555,5.4,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
