Invoice ID,Unit price,Quantity,Tax 5%,Total,Date,Time,cogs,gross margin percentage,gross income,Rating,Branch_Ameerpet,Branch_Gurgaon,Branch_Jayanagar,Gender_Female,Gender_Male,City_Banglore,City_Hyderabad,City_Mumbai,Payment_Cash,Payment_Credit/Debit card,Payment_UPI,Customer type_Member,Customer type_Non-Member,Product line_Electronic accessories,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel
484-22-8230,51.89,7,18.1615,381.3915,1/8/2019,20:08,363.23,4.761904762,18.1615,4.5,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
241-96-5076,49.1,2,4.91,103.11,1/8/2019,12:58,98.2,4.761904762,4.91,6.4,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
767-97-4650,64.83,2,6.483,136.143,1/8/2019,11:59,129.66,4.761904762,6.483,8,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
442-44-6497,55.57,3,8.3355,175.0455,1/8/2019,11:42,166.71,4.761904762,8.3355,5.9,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
457-13-1708,65.23,10,32.615,684.915,1/8/2019,19:07,652.3,4.761904762,32.615,5.2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
257-60-7754,50.23,4,10.046,210.966,1/8/2019,17:12,200.92,4.761904762,10.046,9,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
845-94-6841,72.88,9,32.796,688.716,1/8/2019,19:38,655.92,4.761904762,32.796,4,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
840-76-5966,12.76,2,1.276,26.796,1/8/2019,18:06,25.52,4.761904762,1.276,7.8,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
124-31-1458,79.59,3,11.9385,250.7085,1/8/2019,14:30,238.77,4.761904762,11.9385,6.6,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
631-34-1880,24.31,3,3.6465,76.5765,1/8/2019,19:09,72.93,4.761904762,3.6465,4.3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
490-95-0021,33.21,10,16.605,348.705,1/8/2019,14:25,332.1,4.761904762,16.605,6,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
263-10-3913,49.04,9,22.068,463.428,1/9/2019,14:20,441.36,4.761904762,22.068,8.6,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
554-42-2417,95.44,10,47.72,1002.12,1/9/2019,13:45,954.4,4.761904762,47.72,5.2,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
370-96-0655,49.32,6,14.796,310.716,1/9/2019,13:46,295.92,4.761904762,14.796,7.1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
343-75-9322,11.85,8,4.74,99.54,1/9/2019,16:34,94.8,4.761904762,4.74,4.1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
288-62-1085,38.54,5,9.635,202.335,1/9/2019,13:34,192.7,4.761904762,9.635,5.6,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
305-89-2768,21.9,3,3.285,68.985,1/9/2019,18:43,65.7,4.761904762,3.285,4.7,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
867-47-1948,15.8,10,7.9,165.9,1/9/2019,12:07,158,4.761904762,7.9,7.8,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
189-40-5216,96.37,7,33.7295,708.3195,1/9/2019,11:40,674.59,4.761904762,33.7295,6,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
665-32-9167,36.26,2,3.626,76.146,1/10/2019,17:15,72.52,4.761904762,3.626,7.2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
640-49-2076,83.78,8,33.512,703.752,1/10/2019,14:49,670.24,4.761904762,33.512,5.1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
873-51-0671,21.98,7,7.693,161.553,1/10/2019,16:42,153.86,4.761904762,7.693,5.1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
744-02-5987,78.38,6,23.514,493.794,1/10/2019,14:16,470.28,4.761904762,23.514,5.8,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
603-07-0961,74.79,5,18.6975,392.6475,1/10/2019,11:34,373.95,4.761904762,18.6975,4.9,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
241-11-2261,79.86,7,27.951,586.971,1/10/2019,10:33,559.02,4.761904762,27.951,5.5,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
887-42-0517,83.14,7,29.099,611.079,1/10/2019,10:31,581.98,4.761904762,29.099,6.6,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
226-34-0034,13.78,4,2.756,57.876,1/10/2019,11:10,55.12,4.761904762,2.756,9,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
577-34-7579,50.49,9,22.7205,477.1305,1/10/2019,17:16,454.41,4.761904762,22.7205,5.4,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
746-68-6593,87.16,2,8.716,183.036,1/11/2019,14:29,174.32,4.761904762,8.716,9.7,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
478-06-7835,89.69,1,4.4845,94.1745,1/11/2019,11:20,89.69,4.761904762,4.4845,4.9,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
540-11-4336,24.94,9,11.223,235.683,1/11/2019,16:49,224.46,4.761904762,11.223,5.6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
289-15-7034,82.33,4,16.466,345.786,1/11/2019,10:37,329.32,4.761904762,16.466,7.5,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
732-67-5346,13.79,5,3.4475,72.3975,1/11/2019,19:07,68.95,4.761904762,3.4475,7.8,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
130-67-4723,48.5,6,14.55,305.55,1/11/2019,13:57,291,4.761904762,14.55,9.4,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
592-46-1692,36.77,7,12.8695,270.2595,1/11/2019,20:10,257.39,4.761904762,12.8695,7.4,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
406-46-7107,96.52,6,28.956,608.076,1/11/2019,11:52,579.12,4.761904762,28.956,4.5,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
381-20-0914,20.01,9,9.0045,189.0945,1/12/2019,15:48,180.09,4.761904762,9.0045,5.7,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
704-48-3927,88.67,10,44.335,931.035,1/12/2019,14:50,886.7,4.761904762,44.335,7.3,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
659-36-1684,57.12,7,19.992,419.832,1/12/2019,12:02,399.84,4.761904762,19.992,6.5,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
848-07-1692,57.22,2,5.722,120.162,1/12/2019,17:13,114.44,4.761904762,5.722,8.3,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
296-11-7041,27.07,1,1.3535,28.4235,1/12/2019,20:07,27.07,4.761904762,1.3535,5.3,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
647-50-1224,29.42,10,14.71,308.91,1/12/2019,16:23,294.2,4.761904762,14.71,8.9,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
852-62-7105,83.25,10,41.625,874.125,1/12/2019,11:25,832.5,4.761904762,41.625,4.4,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
751-41-9720,97.5,10,48.75,1023.75,1/12/2019,16:18,975,4.761904762,48.75,8,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
197-77-7132,91.56,8,36.624,769.104,1/12/2019,18:22,732.48,4.761904762,36.624,6,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
751-15-6198,23.01,6,6.903,144.963,1/12/2019,16:45,138.06,4.761904762,6.903,7.9,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
533-66-5566,51.07,7,17.8745,375.3645,1/12/2019,11:42,357.49,4.761904762,17.8745,7,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
732-94-0499,41.65,10,20.825,437.325,1/13/2019,17:04,416.5,4.761904762,20.825,5.4,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
556-86-3144,74.29,1,3.7145,78.0045,1/13/2019,19:30,74.29,4.761904762,3.7145,5,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
459-50-7686,23.46,6,7.038,147.798,1/13/2019,19:14,140.76,4.761904762,7.038,6.4,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
339-38-9982,59.86,2,5.986,125.706,1/13/2019,14:55,119.72,4.761904762,5.986,6.7,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
355-34-6244,72.39,2,7.239,152.019,1/13/2019,19:55,144.78,4.761904762,7.239,8.1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
327-40-9673,72.6,6,21.78,457.38,1/13/2019,19:51,435.6,4.761904762,21.78,6.9,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
460-93-5834,45.58,7,15.953,335.013,1/13/2019,10:03,319.06,4.761904762,15.953,5,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
397-25-8725,39.62,9,17.829,374.409,1/13/2019,17:54,356.58,4.761904762,17.829,6.8,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
784-08-0310,21.04,4,4.208,88.368,1/13/2019,13:58,84.16,4.761904762,4.208,7.6,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
195-06-0432,81.01,3,12.1515,255.1815,1/13/2019,12:55,243.03,4.761904762,12.1515,9.3,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
426-39-2418,61.41,7,21.4935,451.3635,1/14/2019,10:02,429.87,4.761904762,21.4935,9.8,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
785-13-7708,73.06,7,25.571,536.991,1/14/2019,19:06,511.42,4.761904762,25.571,4.2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
667-23-5919,96.7,5,24.175,507.675,1/14/2019,12:52,483.5,4.761904762,24.175,7,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
868-52-7573,99.69,5,24.9225,523.3725,1/14/2019,12:09,498.45,4.761904762,24.9225,9.9,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
592-34-6155,31.77,4,6.354,133.434,1/14/2019,14:43,127.08,4.761904762,6.354,6.2,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
359-90-3665,18.08,4,3.616,75.936,1/14/2019,18:03,72.32,4.761904762,3.616,9.5,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
588-47-8641,56.04,10,28.02,588.42,1/14/2019,19:30,560.4,4.761904762,28.02,4.4,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
320-85-2052,34.81,1,1.7405,36.5505,1/14/2019,10:11,34.81,4.761904762,1.7405,7,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
451-73-2711,84.83,1,4.2415,89.0715,1/14/2019,15:20,84.83,4.761904762,4.2415,8.8,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
704-10-4056,60.47,3,9.0705,190.4805,1/14/2019,10:55,181.41,4.761904762,9.0705,5.6,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
559-61-5987,17.75,1,0.8875,18.6375,1/14/2019,10:38,17.75,4.761904762,0.8875,8.6,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
658-66-3967,53.19,7,18.6165,390.9465,1/14/2019,15:42,372.33,4.761904762,18.6165,5,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
377-79-7592,44.84,9,20.178,423.738,1/14/2019,14:00,403.56,4.761904762,20.178,7.5,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
299-46-1805,93.72,6,28.116,590.436,1/15/2019,16:19,562.32,4.761904762,28.116,4.5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
272-65-1806,60.88,9,27.396,575.316,1/15/2019,17:17,547.92,4.761904762,27.396,4.7,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
437-58-8131,73.52,2,7.352,154.392,1/15/2019,13:41,147.04,4.761904762,7.352,4.6,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
450-28-2866,17.44,5,4.36,91.56,1/15/2019,19:25,87.2,4.761904762,4.36,8.1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
138-17-5109,89.21,9,40.1445,843.0345,1/15/2019,15:42,802.89,4.761904762,40.1445,6.5,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
301-11-9629,19.1,7,6.685,140.385,1/15/2019,10:43,133.7,4.761904762,6.685,9.7,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
589-02-8023,83.77,2,8.377,175.917,1/15/2019,10:54,167.54,4.761904762,8.377,7,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
188-55-0967,66.47,10,33.235,697.935,1/15/2019,15:01,664.7,4.761904762,33.235,5,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
369-82-2676,75.66,5,18.915,397.215,1/15/2019,18:22,378.3,4.761904762,18.915,7.8,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
314-23-4520,81.23,7,28.4305,597.0405,1/15/2019,20:44,568.61,4.761904762,28.4305,9,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
886-54-6089,11.43,6,3.429,72.009,1/15/2019,17:24,68.58,4.761904762,3.429,7.7,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
